"","species","province","X","garden","variant","latitude","longitude","country","IUCNRedList","ECO_CODE","ECO_NAME","geometry","Group","crop"
"7306","Pinus strobus",NA,5240,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7307","Pinus strobus",NA,5241,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7308","Pinus strobus",NA,5244,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7309","Pinus strobus",NA,5245,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7310","Pinus strobus",NA,5246,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7311","Pinus strobus",NA,5247,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7312","Pinus strobus",NA,5249,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7313","Pinus strobus",NA,5250,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7314","Pinus strobus",NA,5251,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7315","Pinus strobus",NA,5253,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7316","Pinus strobus",NA,5254,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7317","Pinus strobus",NA,5256,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7318","Pinus strobus",NA,5257,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7319","Pinus strobus",NA,5258,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7320","Pinus strobus",NA,5264,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7321","Pinus strobus",NA,5267,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7322","Pinus strobus",NA,5268,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7323","Pinus strobus",NA,5271,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7324","Pinus strobus",NA,5273,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7325","Pinus strobus",NA,5275,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7326","Pinus strobus",NA,5276,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7327","Pinus strobus",NA,5277,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7328","Pinus strobus",NA,5278,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7329","Pinus strobus",NA,5281,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7330","Pinus strobus",NA,5287,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Pine"
"7331","Populus deltoides",NA,5288,"University of Guelph Arboretum","Siouxland'",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7332","Populus deltoides",NA,5289,"University of Guelph Arboretum","Siouxland'",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7333","Populus deltoides",NA,5290,"University of Guelph Arboretum","Siouxland'",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7334","Populus deltoides",NA,5291,"University of Guelph Arboretum","Siouxland'",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7335","Populus deltoides",NA,5292,"University of Guelph Arboretum"," monilifera",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7336","Populus deltoides",NA,5293,"University of Guelph Arboretum","Siouxland'",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7337","Populus deltoides",NA,5295,"University of Guelph Arboretum","Siouxland'",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7338","Populus deltoides",NA,5296,"University of Guelph Arboretum","Siouxland'",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7339","Populus deltoides",NA,5297,"University of Guelph Arboretum","Siouxland'",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7340","Populus deltoides",NA,5298,"University of Guelph Arboretum"," deltoides",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7341","Populus deltoides",NA,5299,"University of Guelph Arboretum"," deltoides",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7342","Populus deltoides",NA,5300,"University of Guelph Arboretum"," deltoides",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7343","Populus deltoides",NA,5301,"University of Guelph Arboretum"," monilifera",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7344","Populus deltoides",NA,5303,"University of Guelph Arboretum"," deltoides",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7345","Populus deltoides",NA,5304,"University of Guelph Arboretum","Siouxland'",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7346","Populus grandidentata",NA,5305,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7347","Populus grandidentata",NA,5306,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7348","Populus grandidentata",NA,5307,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7349","Populus grandidentata",NA,5309,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7350","Populus grandidentata",NA,5312,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7351","Populus tremuloides",NA,5319,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7352","Populus tremuloides",NA,5320,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7353","Populus tremuloides",NA,5321,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7354","Populus tremuloides",NA,5323,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7355","Populus tremuloides",NA,5324,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7356","Populus tremuloides",NA,5325,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7357","Populus tremuloides",NA,5326,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7358","Populus tremuloides",NA,5327,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7359","Populus tremuloides",NA,5328,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7360","Populus tremuloides",NA,5329,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7361","Populus tremuloides",NA,5330,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7362","Populus tremuloides",NA,5331,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7363","Populus tremuloides",NA,5332,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7364","Populus tremuloides",NA,5333,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7365","Populus tremuloides",NA,5334,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7366","Populus tremuloides",NA,5335,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7367","Populus tremuloides",NA,5336,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7368","Populus tremuloides",NA,5339,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7369","Populus tremuloides",NA,5340,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7370","Populus tremuloides",NA,5341,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7371","Populus tremuloides",NA,5342,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7372","Populus tremuloides",NA,5343,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7373","Populus tremuloides",NA,5344,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7374","Populus tremuloides",NA,5345,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7375","Populus tremuloides",NA,5348,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7376","Populus tremuloides",NA,5349,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7377","Populus tremuloides",NA,5350,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7378","Populus tremuloides",NA,5354,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7379","Populus tremuloides",NA,5355,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7380","Populus tremuloides",NA,5356,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7381","Populus tremuloides",NA,5357,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7382","Populus tremuloides",NA,5358,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7383","Populus tremuloides",NA,5359,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7384","Populus tremuloides",NA,5360,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7385","Populus tremuloides",NA,5361,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7386","Populus tremuloides",NA,5362,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7387","Populus tremuloides",NA,5364,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7388","Populus tremuloides",NA,5365,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7389","Populus tremuloides",NA,5366,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7390","Populus tremuloides",NA,5367,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7391","Populus tremuloides",NA,5368,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7392","Populus tremuloides",NA,5374,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7393","Populus tremuloides",NA,5375,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7394","Populus tremuloides",NA,5376,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7395","Populus tremuloides",NA,5377,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7396","Populus tremuloides",NA,5378,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7397","Populus tremuloides",NA,5379,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7398","Populus tremuloides",NA,5380,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7399","Populus tremuloides",NA,5381,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7400","Populus tremuloides",NA,5382,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7401","Populus tremuloides",NA,5383,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7402","Populus tremuloides",NA,5384,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7403","Populus tremuloides",NA,5385,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7404","Populus tremuloides",NA,5386,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7405","Populus tremuloides",NA,5387,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7406","Populus tremuloides",NA,5389,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7407","Populus tremuloides",NA,5391,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7408","Populus tremuloides",NA,5392,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7409","Populus tremuloides",NA,5393,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7410","Populus tremuloides",NA,5394,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7411","Populus tremuloides",NA,5395,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7412","Populus tremuloides",NA,5396,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7413","Populus tremuloides",NA,5397,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7414","Populus tremuloides",NA,5398,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7415","Populus tremuloides",NA,5399,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7416","Populus tremuloides",NA,5400,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7417","Populus tremuloides",NA,5401,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7418","Populus trichocarpa","British Columbia",5402,"University of Guelph Arboretum","",50.90226402,-119.4419544,"Canada",NA,"NA0568","Okanagan",c(-119.4419544, 50.90226402),"Trees","Poplar"
"7419","Populus trichocarpa",NA,5403,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Poplar"
"7420","Populus trichocarpa","British Columbia",5404,"University of Guelph Arboretum","",50.90226402,-119.4419544,"Canada",NA,"NA0568","Okanagan",c(-119.4419544, 50.90226402),"Trees","Poplar"
"7421","Prunus americana",NA,5405,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7422","Prunus americana",NA,5406,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7423","Prunus americana",NA,5407,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7424","Prunus americana",NA,5408,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7425","Prunus americana",NA,5409,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7426","Prunus americana",NA,5410,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7427","Prunus americana",NA,5411,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7428","Prunus americana",NA,5412,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7429","Prunus americana",NA,5413,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7430","Prunus americana",NA,5414,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7431","Prunus americana","Ontario",5415,"University of Guelph Arboretum","",42.54488558,-81.93413944,"Canada",NA,"NA0404","Great Lakes",c(-81.93413944, 42.54488558),"Fruits/Berries","Cherry/Plum/Apricot"
"7432","Prunus americana",NA,5416,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7433","Prunus americana",NA,5417,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7434","Prunus americana",NA,5418,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7435","Prunus americana",NA,5419,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7436","Prunus americana",NA,5420,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7437","Prunus americana",NA,5421,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7438","Prunus americana",NA,5422,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7439","Prunus americana",NA,5423,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7440","Prunus americana",NA,5424,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7441","Prunus americana",NA,5425,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7442","Prunus americana",NA,5426,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7443","Prunus americana",NA,5427,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7444","Prunus americana",NA,5428,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7445","Prunus americana",NA,5429,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7446","Prunus americana",NA,5430,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7447","Prunus americana",NA,5431,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7448","Prunus americana",NA,5432,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7449","Prunus americana",NA,5433,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7450","Prunus americana",NA,5434,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7451","Prunus americana",NA,5435,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7452","Prunus americana",NA,5436,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7453","Prunus americana",NA,5437,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7454","Prunus americana",NA,5438,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7455","Prunus americana",NA,5439,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7456","Prunus americana",NA,5440,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7457","Prunus americana",NA,5441,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7458","Prunus americana",NA,5442,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7459","Prunus americana",NA,5443,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7460","Prunus americana",NA,5444,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7461","Prunus americana",NA,5445,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7462","Prunus americana",NA,5446,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7463","Prunus americana",NA,5447,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7464","Prunus americana",NA,5448,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7465","Prunus americana",NA,5449,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7466","Prunus americana",NA,5450,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7467","Prunus americana",NA,5451,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7468","Prunus americana",NA,5452,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7469","Prunus americana",NA,5453,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7470","Prunus americana",NA,5454,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7471","Prunus americana",NA,5455,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7472","Prunus americana",NA,5456,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7473","Prunus americana",NA,5457,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7474","Prunus americana",NA,5458,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7475","Prunus americana",NA,5459,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7476","Prunus americana",NA,5460,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7477","Prunus americana",NA,5461,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7478","Prunus americana",NA,5463,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7479","Prunus americana",NA,5465,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7480","Prunus americana",NA,5466,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7481","Prunus americana",NA,5467,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7482","Prunus americana",NA,5468,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7483","Prunus americana",NA,5469,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7484","Prunus americana",NA,5470,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7485","Prunus americana",NA,5471,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
"7486","Prunus americana",NA,5472,"University of Guelph Arboretum","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Fruits/Berries","Cherry/Plum/Apricot"
