Taxon,Included in summary metrics,Category,Associated crop type general,Associated crop type specific,Genus,Associated crop common name,Total Records,Records with latitude,Records with longitude,Records with coordinates,Total G records,Total G records with coordinates,Total H Records,Total H with coordinates,Total occurrences in target native area,Total G occurrences in target native area,Total H occurrences in target native area,AUC,AUCtest,nAUC,cAUC,sensi_train,speci_train,threshold_train,maxTSS_train,minROCdist_train,threshold_test,sensi_test,speci_test,matthewscor_test,LR_pos_test,LR_neg_test,kappa_index_test,SDAUC,ASD15,Valid model,Map used in summary figures,SRSex,GRSex,ERSex,FCSex,FCSex priority category,Total occurrences in modeled area,Total occurrences in modeled area in protected areas,SRSin,GRSin,ERSin,FCSin,FCSin priority category,FCSex value,FCSin value,FCS minimum,FCS maximum,FCSc mean,FCS min priority category,FCC max priority category,FCSc mean priority category,EOO area km2,EOO status,AOO,AOO adjusted minimum,AOO status,Combined threat assessment status,NatureServe taxon aligned,NatureServe Determination Tax note,NatureServe ID,NatureServe G RANK,NatureServe ROUNDED G RANK,NatureServe GRANK REV YR,NatureServe GRANK AGE,NatureServe G RANK CHANGE DATE,NatureServe G RANK REVIEW DATE,USESA STATUS,NatureServe G RANK REASONS,NatureServe G CALCULATED RANK,NatureServe US STATES AND S RANKS,NatureServe CANADIAN PROVINCES AND S RANKS,Red List scientificName,Red List Destermination Tax note,Red List assessment Id,Red List internal Taxon Id,Red List Category,Red List Criteria,Red List year published,Red List assessment date,Red List criteria version,Red List rationale,Red List habitat,Red List threats,Red List population,Red List population trend,Red List range,Red List use trade,Red List systems,Red List conservation actions,Red List realm,Red List year last seen,Red List possibly extinct,Red List possibly extinct in the wild,Red List scopes,Total occurrences in modeled area PADUS,Total occurrences in modeled area in protected areas PADUS,SRSin PADUS,GRSin PADUS,ERSin PADUS,FCSin PADUS,FCSin priority category PADUS
Lactuca tatarica,N,1B,Food,Vegetables,Lactuca,Lettuce,1172,359,359,359,5,1,1167,358,354,0,354,0.882429694,0.843446915,0.878980295,0.46446662,0.818,0.7976,0.4006,0.6156,0.272836442,0.4006,0.748572139,0.794665013,0.303790358,3.677302694,0.315085079,0.229458598,0.003507726,0.196420237,Y,N,0.428449015,0,0,0.142816338,UP,322,29,9.00621118,8.943123006,85.71428571,34.55453997,HP,0.142816338,34.55453997,0.142816338,34.55453997,17.34867815,UP,HP,UP,9474621.899,Least Concern (LC),1112,1108,Vulnerable (VU),Vulnerable (VU),Lactuca tatarica,accepted,138890,G5,G5,2015,<5 years,9/11/1996,5/11/2015,,,,AK(SNA); AZ(SNR); CA(SNR); CO(SNR); IA(S4); ID(SNR); IL(SNA); KS(SNR); LA(SNR); ME(SNR); MI(SNR); MN(SNR); MO(SNR); MT(S5); ND(SNR); NE(SNR); NM(SNR); NV(SNR); NY(SNR); OH(SNR); OK(S1); OR(SNR); PA(SNR); SD(SNR); TX(SNR); UT(SNR); WA(SNR); WI(SNR); WY(SNR,BC(SNR); MB(SNR); NT(SNR); ON(SNR); QC(S1); SK(SNR),,,,,,,,,,,,,,,,,,,,,,,,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed
Lactuca tatarica subsp. pulchella,Y,1B,Food,Vegetables,Lactuca,Lettuce,934,432,432,432,3,0,931,432,431,0,431,0.872203783,0.846324258,0.85879418,0.487530078,0.8151,0.7784,0.3795,0.5935,0.290211739,0.3795,0.773087603,0.774878641,0.323292974,3.48624217,0.29011317,0.248095967,0.003805085,0.003939948,Y,Y,0.322234157,0,0,0.107411386,UP,399,36,9.022556391,6.11377141,96.66666667,37.26766482,HP,0.107411386,37.26766482,0.107411386,37.26766482,18.6875381,UP,HP,UP,4961402.944,Least Concern (LC),1484,1476,Vulnerable (VU),Vulnerable (VU),Lactuca oblongifolia,synonym,839340,GNR,GNR,,Not Ranked,,,,,,OK(SH); WY(S5),,,,,,,,,,,,,,,,,,,,,,,,,399,114,28.57142857,33.35013719,90,50.64052192,MP
Leymus ajanensis,Y,1B,Food,Cereals and pseudocereals,Leymus,Wheat,31,6,6,6,0,0,31,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,0,0,0,0,UP,0,0,0,NA,NA,0,UP,0,0,0,0,0,UP,UP,UP,NA,Critically Endangered (CR),NA,NA,Critically Endangered (CR),Critically Endangered (CR),Seems like we need to add this? Can't find it under any synonyms.,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,NA,NA,0,UP
Leymus ambiguus,Y,1B,Food,Cereals and pseudocereals,Leymus,Wheat,320,136,136,136,4,0,316,136,135,0,135,0.979529818,0.960057334,0.987662275,0.472395059,0.9283,0.9406,0.1564,0.8689,0.095728413,0.1564,0.838044733,0.939240861,0.372815276,15.51720439,0.171728634,0.282897189,0.002615812,0,Y,Y,1.265822785,0,0,0.421940928,UP,73,0,0,12.83424068,100,37.61141356,HP,0.421940928,37.61141356,0.421940928,37.61141356,19.01667724,UP,HP,UP,217531.5104,Least Concern (LC),164,148,Endangered (EN),Endangered (EN),Leymus ambiguus,accepted,128056,G4?,G4,1995,>10 years,1/15/1995,1/15/1995,,,,CO(SNR); MT(SNR); NM(SNR); WY(SNR),,,,,,,,,,,,,,,,,,,,,,,,,73,49,67.12328767,65.98017361,100,77.70115376,LP
Leymus californicus,Y,1B,Food,Cereals and pseudocereals,Leymus,Wheat,94,48,48,48,5,0,89,48,42,0,42,0.990270073,0.980085094,0.983261857,0.496823237,1,0.973833333,0.404,0.973833333,0.026166667,0.404,0.820833333,0.969359911,0.627848136,,0.182314815,0.590539016,0.001680496,1.23110815,Y,Y,5.617977528,0,0,1.872659176,UP,37,17,45.94594595,30.47919529,100,58.80838041,MP,1.872659176,58.80838041,1.872659176,58.80838041,30.34051979,UP,MP,HP,4444.735005,Endangered (EN),116,104,Endangered (EN),Endangered (EN),Elymus californicus,synonym,129342,G4,G4,2014,5-10 years,41925,41925,,<i>Elymus californicus</i> is endemic to California and known from Marin; Santa Cruz; San Mateo and Sonoma counties. <i>E. californicus</i> may also occur in Monterey County (CNPS 2001). While <i>E. californicus</i> is considered rare; it is distributed w,G4,CA(S4),,,,,,,,,,,,,,,,,,,,,,,,,37,19,51.35135135,48.78048781,100,66.71061305,MP
Leymus cinereus,Y,1B,Food,Cereals and pseudocereals,Leymus,Wheat,4508,3101,3101,3101,357,241,4151,2860,3100,241,2859,0.881882922,0.873012432,0.955173028,0.417839404,0.8433,0.7758,0.4049,0.6191,0.274316848,0.4049,0.825670875,0.770537106,0.536575287,3.630159457,0.22626702,0.514218161,0.001560799,0,Y,Y,8.600337268,44.86281387,68.18181818,40.54832311,HP,2241,249,11.11111111,13.16547769,95.45454545,39.91037808,HP,40.54832311,39.91037808,39.91037808,40.54832311,40.2293506,HP,HP,HP,2638947.917,Least Concern (LC),6020,5968,Least Concern (LC),Least Concern (LC),Leymus cinereus,accepted,151098,G5,G5,2016,<5 years,7/7/1993,7/13/2016,,,,AZ(SNR); CA(SNR); CO(SNR); ID(SNR); MN(SNR); MT(S4); NE(SH); NM(SNR); NV(SNR); OR(SNR); UT(SNR); WA(SNR); WY(S4S5),AB(S3); BC(S5); SK(S1S2),,,,,,,,,,,,,,,,,,,,,,,,2241,1160,51.76260598,69.50805248,95.45454546,72.24173464,MP
Leymus condensatus,Y,1B,Food,Cereals and pseudocereals,Leymus,Wheat,1877,1231,1231,1231,21,0,1856,1231,1190,0,1190,0.982167001,0.97856917,0.984495375,0.494073794,0.9474,0.9487,0.2448,0.8961,0.073959856,0.2448,0.930732345,0.946822212,0.780039855,17.79262424,0.073241636,0.769541808,0.000664788,0,Y,Y,1.131465517,0,0,0.377155172,UP,828,94,11.352657,13.04835735,100,41.46700478,HP,0.377155172,41.46700478,0.377155172,41.46700478,20.92207998,UP,HP,UP,383961.1243,Least Concern (LC),1724,1704,Vulnerable (VU),Vulnerable (VU),Leymus condensatus,accepted,140605,G3G4,G3,1993,>10 years,11/29/1993,11/29/1993,,Dry open slopes and open woodlands in CA and Mexico.,,CA(SNR),,,,,,,,,,,,,,,,,,,,,,,,,828,284,34.29951691,36.95700394,100,57.08550695,MP
Leymus flavescens,Y,1B,Food,Cereals and pseudocereals,Leymus,Wheat,519,361,361,361,2,1,517,360,361,1,360,0.967252276,0.960259372,0.984034324,0.476225047,0.9211,0.9102,0.1628,0.8313,0.120696149,0.1628,0.878967196,0.909635184,0.438034503,9.880961888,0.132371477,0.354135925,0.002761797,0,Y,Y,0.386847195,5.277227726,50,18.55469164,UP,183,9,4.918032787,6.84863119,100,37.25555466,HP,18.55469164,37.25555466,18.55469164,37.25555466,27.90512315,UP,HP,HP,301189.211,Least Concern (LC),320,304,Endangered (EN),Endangered (EN),Leymus flavescens,accepted,139742,G4,G4,1984,>10 years,11/2/1984,11/2/1984,,,,ID(SNR); MT(S1S2); OR(S1?); WA(S1),,,,,,,,,,,,,,,,,,,,,,,,,183,73,39.89071038,30.70033304,100,56.86368114,MP
Leymus innovatus,Y,1B,Food,Cereals and pseudocereals,Leymus,Wheat,1546,992,992,992,15,3,1531,989,991,3,988,0.8938914,0.878776898,0.950197674,0.428579224,0.8178,0.8183,0.3573,0.6361,0.258011002,0.3573,0.776101124,0.812293495,0.440816938,4.190063154,0.274869221,0.397486938,0.002281956,0.010938673,Y,Y,0.979751796,0.114483874,4.761904762,1.952046811,UP,749,180,24.03204272,16.40126246,95.23809524,45.22380014,HP,1.952046811,45.22380014,1.952046811,45.22380014,23.58792348,UP,HP,UP,7745080.27,Least Concern (LC),1836,1816,Vulnerable (VU),Vulnerable (VU),Leymus innovatus,accepted,136529,G5,G5,2016,<5 years,6/25/1991,5/16/2016,,Abundant; especially under lodgepole pine forests in British Columbia and Alberta.,,AK(SNR); MT(S2); SD(SNR); WY(S2),AB(S5); BC(S5); MB(S5); NT(S5); ON(S4); SK(S4); YT(S5),,,,,,,,,,,,,,,,,,,,,,,,749,179,23.89853138,23.75111594,66.66666667,38.10543799,HP
Leymus mollis,N,1B,Food,Cereals and pseudocereals,Leymus,Wheat,2753,1567,1567,1567,261,240,2492,1327,1115,152,963,0.973536538,0.968151194,0.968558693,0.499592501,0.9248,0.9254,0.2015,0.8502,0.106595082,0.2015,0.89778061,0.923712068,0.662587698,12.31092179,0.110522975,0.636145125,0.000755527,0,Y,N,10.47351525,1.335092906,17.85714286,9.888583671,UP,590,123,20.84745763,37.15883974,85.71428571,47.90686103,HP,9.888583671,47.90686103,9.888583671,47.90686103,28.89772235,UP,HP,HP,49468475.54,Least Concern (LC),1532,1528,Vulnerable (VU),Vulnerable (VU),Leymus mollis,accepted,160466,G5,G5,2016,<5 years,12/14/1989,3/7/2016,,,,AK(SNR); CA(SNR); MA(SNR); ME(SNR); MI(S3); NH(SNR); OR(SNR); PA(SNR); WA(SNR); WI(SU),AB(S1); BC(S5); LB(S5); MB(S2S3); NB(S5); NF(S5); NS(S5); NT(S4); NU(S4); ON(S4); PE(S4); QC(S5); SK(S2); YT(S3),,,,,,,,,,,,,,,,,,,,,,,,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed
Leymus mollis subsp. mollis,Y,1B,Food,Cereals and pseudocereals,Leymus,Wheat,456,253,252,252,2,1,454,251,177,1,176,0.974496713,0.943907848,0.905384512,0.538523336,0.9136,0.9171,0.1616,0.8307,0.121877172,0.1616,0.779981326,0.917713575,0.36366324,10.12864521,0.237167147,0.287135849,0.001361623,0.655575803,Y,Y,0.440528634,0.323229886,4.347826087,1.703861536,UP,141,27,19.14893617,25.75040087,95.65217391,46.85050365,HP,1.703861536,46.85050365,1.703861536,46.85050365,24.27718259,UP,HP,UP,18133560.57,Least Concern (LC),464,464,Endangered (EN),Endangered (EN),Leymus mollis subsp. mollis,accepted,153972,G5T5,T5,2016,<5 years,4/24/1984,3/7/2016,,,,AK(SNR); CA(SNR); IL(S1); MA(S1); ME(SNR); MI(SNR); NH(S1); OR(SNR); PA(SNR); WA(SNR); WI(SU),AB(S1); BC(S5); LB(S5); MB(S2S3); NB(S5); NF(S5); NS(S5); NT(SU); NU(SNR); ON(S4); PE(S4); QC(S5); SK(S2); YT(SNA),,,,,,,,,,,,,,,,,,,,,,,,141,21,14.89361702,26.77784042,65.2173913,35.62961625,HP
Leymus mollis subsp. villosissimus,Y,1B,Food,Cereals and pseudocereals,Leymus,Wheat,240,196,197,196,2,2,238,194,123,0,123,0.941544082,0.910287508,0.87830504,0.531982469,0.8618,0.8761,0.287,0.7379,0.186466765,0.287,0.737723943,0.872830668,0.260559178,5.866299302,0.299509447,0.172450566,0.002599996,0.897742334,Y,Y,0.840336134,0,0,0.280112045,UP,88,17,19.31818182,23.4961366,100,47.60477281,HP,0.280112045,47.60477281,0.280112045,47.60477281,23.94244243,UP,HP,UP,7717636.513,Least Concern (LC),340,340,Endangered (EN),Endangered (EN),Leymus mollis subsp. villosissimus,accepted,150388,G5TNR,TNR,,Not Ranked,3/16/1993,,,,,AK(SNR),NT(SU); NU(SNR); YT(S3),,,,,,,,,,,,,,,,,,,,,,,,88,9,10.22727273,20.26120057,50,26.8294911,HP
Leymus pacificus,Y,1B,Food,Cereals and pseudocereals,Leymus,Wheat,76,43,43,43,1,0,75,43,40,0,40,0.999389116,0.996062155,0.955372256,0.540689899,1,0.9957,0.2958,0.9957,0.0043,0.2958,0.921666667,0.992498422,0.850429795,,0.079335527,0.842793428,0.000196882,0,Y,Y,1.333333333,0,0,0.444444444,UP,35,6,17.14285714,30.70099853,100,49.28128522,HP,0.444444444,49.28128522,0.444444444,49.28128522,24.86286483,UP,HP,UP,18664.0612,Vulnerable (VU),80,76,Endangered (EN),Endangered (EN),Leymus pacificus,accepted,159569,G2G3,G2,1993,>10 years,11/29/1993,11/29/1993,,This species flowers infrequently; is seldom collected; grows on coast bluffs of the Coast Ranges; CA.,,CA(SNR),,,,,,,,,,,,,,,,,,,,,,,,,35,4,11.42857143,34.81176616,100,48.7467792,HP
Leymus salina,N,1B,Food,Cereals and pseudocereals,Leymus,Wheat,209,76,76,76,9,2,200,74,76,2,74,0.953691354,0.90301896,0.91404081,0.488978149,0.8789,0.9003,0.2513,0.7792,0.15834936,0.2513,0.755675991,0.89896878,0.280916764,7.587475139,0.271792843,0.193634267,0.002946026,0.755725181,Y,N,4.5,5.64976184,33.33333333,14.49436506,UP,73,12,16.43835616,0,88.89,35.10945205,HP,14.49436506,35.10945205,14.49436506,35.10945205,24.80190856,UP,HP,UP,612334.6887,Least Concern (LC),280,268,Endangered (EN),Endangered (EN),"Check spelling, or indicate orthographic variant? In NS under Leymus salinus",accepted,142059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed
Leymus salina subsp. mojavensis,Y,1B,Food,Cereals and pseudocereals,Leymus,Wheat,6,5,5,5,1,0,5,5,4,0,4,0.985552929,0.864632753,0.871976866,0.492655886,1,0.979,0.469666667,0.979,0.021,0.469666667,0.666666667,0.979527559,0.14526217,32.75793651,0.333333333,0.06050171,0.012594665,99.77968853,N,Y,20,0,0,6.666666667,UP,2,2,100,55.05620357,100,85.01873452,LP,6.666666667,85.01873452,6.666666667,85.01873452,45.8427006,UP,LP,HP,18663.75108,Vulnerable (VU),12,12,Endangered (EN),Endangered (EN),See above. Leymus salinus ssp. mojavensis,accepted,143298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,100,90.10180271,100,96.7006009,LP
Leymus salina subsp. salina,Y,1B,Food,Cereals and pseudocereals,Leymus,Wheat,268,116,116,116,5,2,263,114,116,2,114,0.925278341,0.848407711,0.913416043,0.434991667,0.9084,0.8452,0.2947,0.7536,0.182470651,0.2947,0.731666667,0.848059198,0.169978121,4.903907251,0.315740692,0.080870014,0.00640824,0.490969517,Y,Y,1.901140684,8.011919805,60,23.3043535,UP,101,16,15.84158416,14.19933536,100,43.34697317,HP,23.3043535,43.34697317,23.3043535,43.34697317,33.32566333,UP,HP,HP,222510.2995,Least Concern (LC),348,332,Endangered (EN),Endangered (EN),See above. Leymus salinus ssp. salinus,accepted,136914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,53,52.47524752,79.21185164,100,77.22903306,LP
Leymus salina subsp. salmonis,Y,1B,Food,Cereals and pseudocereals,Leymus,Wheat,20,4,4,4,2,1,18,3,4,1,3,0.937352877,0.713476076,0.765902662,0.447573414,1,0.914,0.684333333,0.914,0.086,0.684333333,0.333333333,0.907407112,0.016545503,1.573333333,0.690143267,0.00127883,0.070517226,60.70048149,N,Y,11.11111111,10.94853679,50,24.01988263,UP,4,0,0,3.845967767,50,17.94865592,UP,24.01988263,17.94865592,17.94865592,24.01988263,20.98426928,UP,UP,UP,114688.89,Least Concern (LC),16,16,Endangered (EN),Endangered (EN),"See above. 	Leymus salinus ssp. salmonis",accepted,159685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,86.42495925,100,62.14165308,MP
Leymus simplex,Y,1B,Food,Cereals and pseudocereals,Leymus,Wheat,66,31,31,31,0,0,66,31,31,0,31,0.988111834,0.925861196,0.95365586,0.472205336,0.971,0.959166667,0.439333333,0.930166667,0.062690459,0.439333333,0.694444444,0.954947653,0.387261256,23.54444444,0.319449497,0.332501391,0.002832071,13.58497699,N,Y,0,0,0,0,UP,21,0,0,2.543002916,100,34.18100097,HP,0,34.18100097,0,34.18100097,17.09050049,UP,HP,UP,33808.47135,Possible Near Threatened (NT),60,60,Endangered (EN),Endangered (EN),Leymus simplex,accepted,137744,G3,G3,2014,5-10 years,2/5/2014,2/5/2014,,,G3,CA(SNR); CO(SNR); NV(SNR); UT(S1); WY(S3),,,,,,,,,,,,,,,,,,,,,,,,,21,9,42.85714286,86.34259259,100,76.39991182,LP
Leymus triticoides,Y,1B,Food,Cereals and pseudocereals,Leymus,Wheat,3731,2499,2499,2499,48,12,3683,2487,2477,12,2465,0.93066338,0.92405386,0.972793353,0.451260507,0.8693,0.8351,0.329,0.7044,0.210941162,0.329,0.855512536,0.834205134,0.61083629,5.210092764,0.172913707,0.590694188,0.001138806,0,Y,Y,1.303285365,5.419569249,25,10.57428487,UP,1736,250,14.40092166,13.87471773,100,42.75854646,HP,10.57428487,42.75854646,10.57428487,42.75854646,26.66641567,UP,HP,HP,3518420.429,Least Concern (LC),3908,3832,Possible Near Threatened (NT),Possible Near Threatened (NT),Leymus triticoides,accepted,138878,G4G5,G4,1993,>10 years,11/29/1993,11/29/1993,,,,AZ(SNR); CA(SNR); CO(SNR); HI(SNA); ID(SNR); MT(SU); NM(SNR); NV(SNR); OR(SNR); TX(SNR); UT(SNR); WA(SNR); WY(SH),,,,,,,,,,,,,,,,,,,,,,,,,1736,818,47.11981567,58.69948277,100,68.60643281,MP
Leymus x multiflorus,Y,1C,Food,Cereals and pseudocereals,Leymus,Wheat,11,8,8,8,0,0,11,8,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,0,0,0,0,UP,7,1,14.28571429,NA,NA,14.28571429,UP,0,14.28571429,0,14.28571429,7.142857143,UP,UP,UP,71208.86886,Least Concern (LC),28,28,Endangered (EN),Endangered (EN),Leymus x multiflorus,accepted,132886,GNA,GNA,1993,>10 years,5/30/1993,5/30/1993,,,,CA(SNA),,,,,,,,,,,,,,,,,,,,,,,,,8,4,50,NA,NA,50,MP
Leymus x vancouverensis,Y,1C,Food,Cereals and pseudocereals,Leymus,Wheat,13,4,4,4,0,0,13,4,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,0,0,0,0,UP,1,0,0,NA,NA,0,UP,0,0,0,0,0,UP,UP,UP,NA,Critically Endangered (CR),NA,NA,Critically Endangered (CR),Critically Endangered (CR),Leymus x vancouverensis,accepted,149499,GNA,GNA,2016,<5 years,5/30/1993,5/13/2016,,,,CA(SNA); OR(SNA); WA(SNA),BC(S3S4),,,,,,,,,,,,,,,,,,,,,,,,2,0,0,NA,NA,0,UP
Malus angustifolia,Y,1B,Food,Fruits,Malus,Apple,1930,213,213,213,135,9,1795,204,211,8,203,0.890729069,0.854325388,0.886415983,0.467909405,0.8473,0.8069,0.3892,0.6542,0.246941304,0.3892,0.7498668,0.803586033,0.239912351,3.859577166,0.31169455,0.151145889,0.004895882,0.18294117,Y,Y,7.520891365,5.334702785,26.66666667,13.17408694,UP,172,8,4.651162791,4.140648703,80,29.5972705,HP,13.17408694,29.5972705,13.17408694,29.5972705,21.38567872,UP,HP,UP,1215391.034,Least Concern (LC),624,604,Vulnerable (VU),Vulnerable (VU),Malus angustifolia,accepted,140495,G5?,G5,1984,>10 years,10/30/1984,10/30/1984,,,,AL(SNR); AR(SNR); DC(SNR); DE(SU); FL(SNR); GA(SNR); IL(S1); KY(S3S4); LA(SNR); MD(S3); MO(S2); MS(SNR); NC(S3?); NJ(SNR); OH(SH); PA(SNR); SC(SNR); TN(SNR); TX(SNR); VA(S4); WV(S3),,,,,,,,,,,,,,,,,,,,,,,,,172,28,16.27906977,11.17582689,86.66666667,38.04052111,HP
Malus coronaria,Y,1B,Food,Fruits,Malus,Apple,2297,462,462,462,171,3,2126,459,461,2,459,0.903015658,0.879809192,0.903091086,0.476718106,0.8441,0.8144,0.3412,0.6585,0.243032951,0.3412,0.786887279,0.812648174,0.363233694,4.245370492,0.262817996,0.291565818,0.002770708,0,Y,Y,8.043273754,0.629553118,18.75,9.140942291,UP,359,16,4.456824513,2.685713943,75,27.38084615,HP,9.140942291,27.38084615,9.140942291,27.38084615,18.26089422,UP,HP,UP,1707087.553,Least Concern (LC),1328,1328,Vulnerable (VU),Vulnerable (VU),Malus coronaria,accepted,960097,G5,G5,2016,<5 years,2/3/2016,2/3/2016,,,,AL(SNR); AR(SNR); DC(SNR); DE(SNR); GA(SNR); IL(SNR); IN(SNR); KS(SNR); KY(SNR); LA(SNR); MD(SNR); MI(SNR); MO(SNR); NC(SNR); NJ(SNR); NY(SNR); OH(SNR); PA(SNR); SC(SNR); TN(SNR); VA(SNR); WI(SNR); WV(SNR),ON(SNR),,,,,,,,,,,,,,,,,,,,,,,,359,33,9.192200557,9.770911129,81.25,33.40437056,HP
Malus fusca,Y,1A,Food,Fruits,Malus,Apple,1760,1039,1039,1039,259,97,1501,942,792,13,779,0.953133589,0.943338295,0.97563385,0.467704445,0.9037,0.8622,0.2664,0.7659,0.168413926,0.2664,0.865076163,0.858187597,0.520813763,6.200312515,0.157323751,0.468867885,0.001422156,0,Y,Y,17.25516322,11.93576074,58.33333333,29.17475243,HP,549,72,13.1147541,13.40431425,91.66666667,39.395245,HP,29.17475243,39.395245,29.17475243,39.395245,34.28499872,HP,HP,HP,35169908.71,Least Concern (LC),1164,1160,Vulnerable (VU),Vulnerable (VU),Malus fusca,accepted,152041,G5,G5,2016,<5 years,1/16/1990,2/3/2016,,,,AK(SNR); CA(SNR); OR(SNR); WA(SNR),BC(S5),Malus fusca,accepted,61855173,61855167,Least Concern,,2016,2014-07-01 00:00:00 UTC,3.1,"<em>Malus fusca </em>is globally assessed as Least Concern as it is known to be abundant and secure in British Colombia and California with reproducing populations reported from a number of protected areas across its native range (Information Center for the Environment (ICE) 2013). <em>Ex situ </em>accessions are stored in the NPGS (USDA, National Germplasm Resource Program 2013), however research should be undertaken to determine whether existing accessions are representative of the species' geographic and genetic diversity and collecting should take place to fill any gaps in its&#160;<em>ex situ</em> conservation.","This shade intolerant, broadleaved tree species can vary in height from 3–12 m tall; it occurs in cool mesothermal climates on nitrogen rich soils in moist to wet&#160;habitats&#160;(Klinkenberg 2013,&#160;Giblin 2014). It is found scattered in open canopy forests, and on water collecting sites such as streambanks, upper breaches, shoreline thickets, estuary fringes, swamps and open canyons from 0 to 1,420 m asl (at an average elevation of 121 m asl, with occurrence decreasing with increasing elevation)&#160;(Klinkenberg 2013,&#160;Giblin 2014). It is documented to be common in sites with ocean spray, such as on coastal islands and adjacent mainland, and is characteristic of nutrient-rich wetlands (Klinkenberg 2013). In Alaska this species occurs in calcareous Karst fens which are documented to be rare due to the limited presence of limestone geology (Alaska Natural Heritage Program 2014).","There are no current known threats to this species (Devine <em>et al. </em>2012), however Karst fen habitat in southern Alaska has been designated of conservation concern and so it should be determined whether this species is directly or indirectly affected by the threats facing this habitat (Alaska Natural Heritage Program 2014). Threats to Karst fens in this region include: increased runoff from intensive timber harvest, surface disturbance, conversion of land to grazing, agriculture, invasive species (increased by close proximity to roads) and activities that influence water chemistry or hydrology (Alaska Natural Heritage Program 2014). Climate change is also suspected to have an impact on this species' habitat but more research is required to validate this.","The Burke Museum of Natural History and Culture states that this species is abundant and of no conservation concern (Giblin 2014). It has also been assessed as 'Yellow' (apparently secure and not at risk of extinction) in the Canadian Province of British Columbia (B.C. Conservation Data Centre 2014). Further research is needed to ascertain population information across the rest of this species native range, but its global population trend is thought to be stable.",Stable,"The species is native to the United States of America (the states of Alaska, Oregon, Washington and California) and British Colombia in Canada (USDA, ARS, National Genetic Resources Program 2013) and occurs between&#160;0 and 1,420 m asl (Klinkenberg 2013,&#160;Giblin 2014).","This species is a tertiary genetic relative and graft stock relative of the cultivated Apple <em>Malus domestica</em>&#160;and so has potential for use as a gene donor for crop improvement (USDA, ARS, National Genetic Resources Program 2013).&#160;<br/><br/>This species is also planted for wildlife and restorative purposes as it tolerates wet and saline soils better than many other species (Devine <em>et al. </em>2012).&#160;<br/><p><span lang=""EN-GB""></p>",Terrestrial,"The Biological Inventories of the World's Protected Areas (Information Center for the Environment (ICE) 2013) reports this species as present in protected areas in California (California Coast Ranges Biosphere Reserve, Redwood National Park), Alaska (Glacier Bay National Park and Preserve, Glacier Bay–Admiralty Island Biosphere Reserve), Washington (Mount Rainer National Park, Olympic Biosphere Reserve) and British Colombia (reproducing population present in&#160;Gwaii Haanas National Park Reserve and Pacific Rim National Park Reserve; reproducing population present in Mount Arrowsmith Regional Park where it is also noted to be uncommon). Passive conservation is presumed in these protected areas, however it is unknown whether active population management and monitoring occurs for this species.&#160;<br/><br/>Fifty germplasm accessions are available from the National Plant Germplasm System (NPGS), only six of which are of wild origin and backed up at a second site (USDA, ARS, National Genetic Resources Program 2013).<br/><br/>The genus&#160;<em>Malus</em>&#160;is included in Annex 1 of the International Treaty on Plant Genetic Resources for Food and Agriculture (ITPGRFA), which promotes sustainable agriculture and food security through the conservation and sustainable use of plant genetic resources for food and agriculture, and the fair and equitable sharing of the benefits arising from their use (FAO 2009).                 <p><span lang=""EN-GB""></p>",Nearctic,,,,Global,549,131,23.86156648,30.97743193,100,51.61299947,MP
Malus ioensis,Y,1B,Food,Fruits,Malus,Apple,1757,279,279,279,103,7,1654,272,279,7,272,0.918038297,0.89536685,0.923448162,0.471918688,0.8771,0.8267,0.3504,0.7038,0.214010172,0.3504,0.806236095,0.82396731,0.288554168,4.629304628,0.234142349,0.192521207,0.003354265,0.041336851,Y,Y,6.22732769,6.536509072,33.33333333,15.36572337,UP,169,7,4.142011834,3.271311023,100,35.80444095,HP,15.36572337,35.80444095,15.36572337,35.80444095,25.58508216,UP,HP,HP,875042.2018,Least Concern (LC),604,604,Vulnerable (VU),Vulnerable (VU),Malus ioensis,accepted,141984,G4G5,G4,1997,>10 years,2/25/1997,2/25/1997,,,,AR(SNR); IA(S5); IL(SNR); IN(SNR); KS(SNR); KY(S2?); LA(SNR); MI(SX); MN(SNR); MO(SNR); NE(S1S3); NJ(SNR); OH(SNR); OK(SNR); SD(SNR); TX(SNR); WI(SNR); WV(SH),,,,,,,,,,,,,,,,,,,,,,,,,169,19,11.24260355,6.088010644,100,39.11020473,HP
