,Crop,sci_nam,scntfcN,vrbtmSN,ECO_CODE,ECO_NAME,ECODE_NAME,PRENAME,PRFNAME,geometry,
3317,Highbush cranberry,Viburnum acerifolium,Viburnum acerifolium L.,Viburnum acerifolium L.,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-82.583333, 42.05)
3318,Blueberry,Vaccinium angustifolium,Vaccinium angustifolium Ait.,Vaccinium angustifolium Aiton,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-85, 48)
3319,Cranberry,Vaccinium oxycoccos,Vaccinium oxycoccos L.,Vaccinium oxycoccos L.,NA0411,Northern Appalachian / Acadian,NA0411. Northern Appalachian / Acadian,Nova Scotia,Nouvelle-icosse,c(-66.12202, 43.837998)
3320,Blueberry,Vaccinium myrtilloides,Vaccinium myrtilloides Michx.,Vaccinium myrtilloides Michx.,NA0411,Northern Appalachian / Acadian,NA0411. Northern Appalachian / Acadian,Nova Scotia,Nouvelle-icosse,c(-63.57295, 44.610072)
3321,Highbush cranberry,Viburnum acerifolium,Viburnum acerifolium L.,Viburnum acerifolium L.,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-77.740748, 44.524282)
3322,Maple,Acer pensylvanicum,Acer pensylvanicum L.,Acer pensylvanicum L.,NA0603,Boreal Plains,NA0603. Boreal Plains,Northwest Territories,Territoires du Nord-Ouest,c(-113.688427, 61.04448)
3323,Raspberry,Rubus chamaemorus,Rubus chamaemorus L.,Rubus chamaemorus L.,NA0609,Western Taiga Shield,NA0609. Western Taiga Shield,Manitoba,Manitoba,c(-98.17, 60)
3324,Elm,Ulmus americana,Ulmus americana L.,Ulmus americana L.,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-84.37, 50.42)
3325,Lingonberry,Vaccinium vitis-idaea,Vaccinium vitis-idaea L.,Vaccinium vitis-idaea L.,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-86.25, 48.75)
3326,Hemlock,Tsuga canadensis,Tsuga canadensis Carrière,Tsuga canadensis (L.) Carrière,NA0603,Boreal Plains,NA0603. Boreal Plains,Northwest Territories,Territoires du Nord-Ouest,c(-113.688427, 61.04448)
3327,Highbush cranberry,Viburnum edule,Viburnum edule (Michx.) Raf.,Viburnum edule (Michx.) Raf.,NA0604,Boreal Shield,NA0604. Boreal Shield,Newfoundland and Labrador,Terre-Neuve-et-Labrador,c(-60.45, 53.37)
3328,Blueberry  Highbush,Vaccinium pallidum,Vaccinium torreyanum Camp,Vaccinium torreyanum Camp,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-82.58, 42.07)
3329,Cranberry,Vaccinium oxycoccos,Vaccinium oxycoccos L.,Vaccinium oxycoccos L.,NA0605,Eastern Taiga Shield,NA0605. Eastern Taiga Shield,Quebec,Quebec,c(-68.53, 58.12)
3330,Linden,Tilia americana,Tilia americana L.,Tilia americana L.,NA0603,Boreal Plains,NA0603. Boreal Plains,Manitoba,Manitoba,c(-101.233333, 53.816667)
3331,Maple,Acer spicatum,Acer spicatum Lam.,Acer spicatum Lam.,NA0411,Northern Appalachian / Acadian,NA0411. Northern Appalachian / Acadian,Prince Edward Island,Ple-du-Prince-Idouard,c(-63.414068, 46.197484)
3332,Vetch,Vicia americana,Vicia americana Muhl.,Vicia americana Muhl.,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-85, 48)
3333,Highbush cranberry,Viburnum lentago,Viburnum lentago L.,Viburnum lentago L.,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.7, 45.416667)
3334,Maple,Acer nigrum,Acer nigrum F.Michx.,Acer nigrum F.Michx.,NA0604,Boreal Shield,NA0604. Boreal Shield,Quebec,Quebec,c(-76.616667, 45.683333)
3335,Elm,Ulmus thomasii,Ulmus thomasii Sarg.,Ulmus thomasii Sarg.,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-77.68, 44.5)
3336,Fir,Abies lasiocarpa,Abies lasiocarpa (Hook.) Nutt.,Abies lasiocarpa (Hook.) Nutt.,NA0608,Taiga Plains,NA0608. Taiga Plains,Northwest Territories,Territoires du Nord-Ouest,c(-123.5, 60.3)
3337,Blueberry,Vaccinium myrtilloides,Vaccinium canadense Kalm ex A.Rich.,Vaccinium canadense Kalm ex Richardson,NA0411,Northern Appalachian / Acadian,NA0411. Northern Appalachian / Acadian,Quebec,Quebec,c(-67.98205, 48.665872)
3338,Raspberry,Rubus pubescens,Rubus pubescens Raf.,Rubus pubescens Raf.,NA0504,Canadian Rocky Mountains,NA0504. Canadian Rocky Mountains,Alberta,Alberta,c(-113.816667, 49.1)
3339,Raspberry,Rubus idaeus,Rubus idaeus L.,Rubus idaeus L.,NA0504,Canadian Rocky Mountains,NA0504. Canadian Rocky Mountains,Alberta,Alberta,c(-114.033333, 49.133333)
3340,Raspberry,Rubus pedatus,Rubus pedatus Sm.,Rubus pedatus Sm.,NA0504,Canadian Rocky Mountains,NA0504. Canadian Rocky Mountains,Alberta,Alberta,c(-118.1144, 53.105)
3341,Bilberry,Vaccinium cespitosum,Vaccinium caespitosum Michx.,Vaccinium caespitosum Michx.,NA0801,Aspen Parkland,NA0801. Aspen Parkland,Alberta,Alberta,c(-113.1998, 53.918553)
3342,Highbush cranberry,Viburnum lentago,Viburnum lentago L.,Viburnum lentago Linnaeus,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-79.471127, 43.631764)
3343,Maple,Acer rubrum,Acer rubrum L.,Acer rubrum Linnaeus,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-76.011908, 44.364772)
3344,Elm,Ulmus americana,Ulmus americana L.,Ulmus americana Linnaeus,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-81.034133, 42.745096)
3345,Raspberry,Rubus parviflorus,Rubus parviflorus Nutt.,Rubus parviflorus Nuttall,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-83, 45.883333)
3346,Maple,Acer negundo,Acer negundo L.,Acer negundo Linnaeus,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-79.368602, 43.732195)
3347,Maple,Acer saccharinum,Acer saccharinum L.,Acer saccharinum Linnaeus,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-79.368602, 43.732195)
3348,Lingonberry,Vaccinium vitis-idaea,Vaccinium vitis-idaea L.,Vaccinium vitis-idaea Linnaeus,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-93.7, 49.683333)
3349,Highbush cranberry,Viburnum edule,Viburnum edule (Michx.) Raf.,Viburnum edule (Michaux) Rafinesque,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-86.7, 50.616667)
3350,Blueberry,Vaccinium myrtilloides,Vaccinium myrtilloides Michx.,Vaccinium myrtilloides Michaux,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-74.833333, 45.5)
3351,Blueberry,Vaccinium myrtilloides,Vaccinium myrtilloides Michx.,Vaccinium myrtilloides Michaux,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-78.466667, 45.066667)
3352,Bilberry,Vaccinium corymbosum,Vaccinium corymbosum L.,Vaccinium corymbosum Linnaeus,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-80.333333, 42.683333)
3353,Raspberry,Rubus pubescens,Rubus pubescens Raf.,Rubus pubescens Rafinesque,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-79.25, 44.983333)
3354,Raspberry,Rubus occidentalis,Rubus occidentalis L.,Rubus occidentalis Linnaeus,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-79.666667, 44.283333)
3355,Raspberry,Rubus canadensis,Rubus canadensis L.,Rubus canadensis Linnaeus,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-79.316667, 44.833333)
3356,Raspberry,Rubus pubescens,Rubus pubescens Raf.,Rubus pubescens Rafinesque,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-86.7, 50.616667)
3357,Raspberry,Rubus allegheniensis,Rubus allegheniensis Porter,Rubus allegheniensis Porter,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-79.316667, 44.833333)
3358,Elm,Ulmus rubra,Ulmus rubra Muhl.,Ulmus rubra Muhlenberg,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-79.383333, 44.916667)
3359,Bilberry,Vaccinium corymbosum,Vaccinium corymbosum L.,Vaccinium corymbosum Linnaeus,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-74.833333, 45.5)
3360,Cranberry,Vaccinium oxycoccos,Vaccinium oxycoccos L.,Vaccinium oxycoccos Linnaeus,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-74.833333, 45.5)
3361,Highbush cranberry,Viburnum lantana,Viburnum lantana L.,Viburnum lantana Linnaeus,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-79.516667, 43.683333)
3362,Raspberry,Rubus idaeus,Rubus strigosus Michx.,Rubus strigosus var. strigosus Michx.,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-82.166667, 50.083333)
3363,Bilberry,Vaccinium cespitosum,Vaccinium caespitosum Michx.,Vaccinium caespitosum Michaux,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-82.166667, 50.066667)
3364,Elderberry,Sambucus racemosa,Sambucus pubens Michx.,Sambucus pubens Michaux,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-78.583333, 45.183333)
3365,Raspberry,Rubus canadensis,Rubus canadensis L.,Rubus canadensis Linnaeus,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-78.583333, 45.183333)
3366,Raspberry,Rubus chamaemorus,Rubus chamaemorus L.,Rubus chamaemorus Linnaeus,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-82.166667, 50.083333)
3367,Raspberry,Rubus allegheniensis,Rubus allegheniensis Porter,Rubus allegheniensis Porter,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-80.068102, 46.983122)
3368,Elm,Ulmus rubra,Ulmus rubra Muhl.,Ulmus rubra Muhlenberg,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-79.698132, 46.758481)
3369,Maple,Acer negundo,Acer negundo L.,Acer negundo Linnaeus,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-79.634878, 47.446801)
3370,Highbush cranberry,Viburnum rafinesquianum,Viburnum rafinesquianum Schult.,Viburnum rafinesquianum Schultes,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-76.455273, 44.524317)
3371,Raspberry,Rubus chamaemorus,Rubus chamaemorus L.,Rubus chamaemorus Linnaeus,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-86.25, 48.75)
3372,Blueberry,Vaccinium uliginosum,Vaccinium uliginosum L.,Vaccinium uliginosum Linnaeus,NA0404,Great Lakes,NA0404. Great Lakes,Ontario,Ontario,c(-89.25, 48.75)
3373,Lingonberry,Vaccinium vitis-idaea,Vaccinium vitis-idaea L.,Vaccinium vitis-idaea Linnaeus,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-84.65, 54.5)
3374,Blueberry,Vaccinium uliginosum,Vaccinium uliginosum L.,Vaccinium uliginosum Linnaeus,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-84.65, 54.5)
3375,Blueberry,Vaccinium myrtilloides,Vaccinium myrtilloides Michx.,Vaccinium myrtilloides Michaux,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-84.65, 54.5)
3376,Raspberry,Rubus chamaemorus,Rubus chamaemorus L.,Rubus chamaemorus Linnaeus,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-84.65, 54.5)
3377,Raspberry,Rubus odoratus,Rubus odoratus L.,Rubus odoratus Linnaeus,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-76.45, 44.8)
3378,Linden,Tilia americana,Tilia americana L.,Tilia americana Linnaeus,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-80, 46.183333)
3379,Highbush cranberry,Viburnum rafinesquianum,Viburnum rafinesquianum Schult.,Viburnum rafinesquianum Schultes,NA0418,Superior Mixed Forest,NA0418. Superior Mixed Forest,Ontario,Ontario,c(-89.613882, 48.372703)
3380,Linden,Tilia americana,Tilia americana L.,Tilia americana Linnaeus,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-76.729617, 45.458344)
3381,Maple,Acer negundo,Acer negundo L.,Acer negundo Linnaeus,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-76.034284, 45.27898)
3382,Elderberry,Sambucus canadensis,Sambucus canadensis L.,Sambucus canadensis var. solonis L.,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.947425, 45.282863)
3383,Elderberry,Sambucus racemosa,Sambucus pubens Michx.,Sambucus pubens Michaux,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.938164, 45.271878)
3384,Hemlock,Tsuga canadensis,Tsuga canadensis Carrière,Tsuga canadensis (Linnaeus) Carrière,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.941769, 45.269703)
3385,Elm,Ulmus americana,Ulmus americana L.,Ulmus americana Linnaeus,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-77.431667, 44.681667)
3386,Elm,Ulmus thomasii,Ulmus thomasii Sarg.,Ulmus thomasii Sargent,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-78.579167, 45.025)
3387,Taxus,Taxus canadensis,Taxus canadensis Marshall,Taxus canadensis Marshall,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-78.648611, 45.031944)
3388,Highbush cranberry,Viburnum lentago,Viburnum lentago L.,Viburnum lentago Linnaeus,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-78.716667, 44.95)
3389,Maple,Acer saccharinum,Acer saccharinum L.,Acer saccharinum Linnaeus,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-78.618056, 45.038889)
3390,Elderberry,Sambucus canadensis,Sambucus canadensis L.,Sambucus canadensis var. solonis L.,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-78.6125, 45.041667)
3391,Highbush cranberry,Viburnum lantana,Viburnum lantana L.,Viburnum lantana Linnaeus,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-78.602778, 45.033333)
3392,Blueberry,Vaccinium uliginosum,Vaccinium uliginosum L.,Vaccinium uliginosum Linnaeus,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-88, 52)
3393,Elm,Ulmus americana,Ulmus americana L.,Ulmus americana Linnaeus,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.693635, 45.412206)
3394,Elm,Ulmus rubra,Ulmus rubra Muhl.,Ulmus rubra Muhlenberg,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.693635, 45.412206)
3395,Maple,Acer spicatum,Acer spicatum Lam.,Acer spicatum Lamarck,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.705688, 45.393246)
3396,Maple,Acer saccharinum,Acer saccharinum L.,Acer saccharinum Linnaeus,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.889982, 45.36565)
3397,Raspberry,Rubus idaeus,Rubus idaeus L.,Rubus idaeus var. strigosus (Michaux) Maximowicz,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-82.033333, 52.766667)
3398,Raspberry,Rubus pubescens,Rubus pubescens Raf.,Rubus pubescens Rafinesque,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-80.45, 51.366667)
3399,Cedar,Thuja occidentalis,Thuja occidentalis L.,Thuja occidentalis Linnaeus,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-79.7, 50.641667)
3400,Taxus,Taxus canadensis,Taxus canadensis Marshall,Taxus canadensis Marshall,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-83.7, 51.25)
3401,Maple,Acer spicatum,Acer spicatum Lam.,Acer spicatum Lamarck,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-84.6, 50.966667)
3402,Raspberry,Rubus paracaulis,Rubus pubescens var. paracaulis (Bailey) Boivin,Rubus pubescens var. paracaulis Raf.,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-88.25, 55.416667)
3403,Elderberry,Sambucus racemosa,Sambucus racemosa subsp. pubens (Michx.) Hultén,Sambucus racemosa subsp. pubens (Michaux) Hultén,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-84.6, 50.966667)
3404,Blueberry,Vaccinium angustifolium,Vaccinium angustifolium Ait.,Vaccinium angustifolium Aiton,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-79.966667, 50.541667)
3405,Blueberry,Vaccinium myrtilloides,Vaccinium myrtilloides Michx.,Vaccinium myrtilloides Michaux,NA0606,Hudson Plains,NA0606. Hudson Plains,Manitoba,Manitoba,c(-91.516667, 55.25)
3406,Vetch,Vicia americana,Vicia americana Muhl. ex Willd.,Vicia americana Muhlenberg ex Willdenow,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-94.908828, 52.747849)
3407,Vetch,Vicia americana,Vicia americana Muhl. ex Willd.,Vicia americana Muhlenberg ex Willdenow,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-84.597183, 50.956351)
3408,Bilberry,Vaccinium cespitosum,Vaccinium caespitosum Michx.,Vaccinium caespitosum Michaux,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-83.834199, 54.534022)
3409,Cranberry,Vaccinium microcarpum,Vaccinium oxycoccos var. microcarpum Turczaninow ex Ruprecht,Vaccinium oxycoccos var. microcarpus L.,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-85.489961, 54.835211)
3410,Elm,Ulmus thomasii,Ulmus thomasii Sarg.,Ulmus thomasii Sargent,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.715537, 45.380271)
3411,Raspberry,Rubus parviflorus,Rubus parviflorus Nutt.,Rubus parviflorus Nuttall,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-88.2, 50.75)
3412,Maple,Acer rubrum,Acer rubrum L.,Acer rubrum Linnaeus,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.677238, 45.451718)
3413,Blueberry,Vaccinium angustifolium,Vaccinium angustifolium Ait.,Vaccinium angustifolium Aiton,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-76.233333, 44.783333)
3414,Raspberry,Rubus allegheniensis,Rubus allegheniensis Porter,Rubus allegheniensis Porter,NA0418,Superior Mixed Forest,NA0418. Superior Mixed Forest,Ontario,Ontario,c(-91.066667, 48.45)
3415,Highbush cranberry,Viburnum lentago,Viburnum lentago L.,Viburnum lentago Linnaeus,NA0418,Superior Mixed Forest,NA0418. Superior Mixed Forest,Ontario,Ontario,c(-89.6, 48.166667)
3416,Lingonberry,Vaccinium vitis-idaea,Vaccinium vitis-idaea L.,Vaccinium vitis-idaea Linnaeus,NA0418,Superior Mixed Forest,NA0418. Superior Mixed Forest,Ontario,Ontario,c(-89.3, 48.4)
3417,Raspberry,Rubus chamaemorus,Rubus chamaemorus L.,Rubus chamaemorus Linnaeus,NA0418,Superior Mixed Forest,NA0418. Superior Mixed Forest,Ontario,Ontario,c(-89.483333, 48.05)
3418,Clover,Trifolium reflexum,Trifolium reflexum L.,Trifolium reflexum Linnaeus,NA0606,Hudson Plains,NA0606. Hudson Plains,Ontario,Ontario,c(-80, 51)
3419,Clover,Trifolium reflexum,Trifolium reflexum L.,Trifolium reflexum Linnaeus,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-82.316667, 48.216667)
3420,Raspberry,Rubus occidentalis,Rubus occidentalis L.,Rubus occidentalis Linnaeus,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.483333, 45.5)
3421,Raspberry,Rubus allegheniensis,Rubus allegheniensis Porter,Rubus allegheniensis Porter,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.166667, 44.916667)
3422,Taxus,Taxus canadensis,Taxus canadensis Marshall,Taxus canadensis Marshall,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.933333, 45.325)
3423,Raspberry,Rubus canadensis,Rubus canadensis L.,Rubus canadensis Linnaeus,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.801389, 45.318056)
3424,Raspberry,Rubus hispidus,Rubus hispidus L.,Rubus hispidus Linnaeus,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-74.9, 45.516667)
3425,Raspberry,Rubus pensilvanicus,Rubus pensilvanicus Poir.,Rubus pensilvanicus Poiret,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-76.1, 45.508333)
3426,Maple,Acer nigrum,Acer nigrum F.Michx.,Acer nigrum F. Michaux,NA0604,Boreal Shield,NA0604. Boreal Shield,Ontario,Ontario,c(-76.393883, 44.736058)
3427,Lingonberry,Vaccinium vitis-idaea,Vaccinium vitis-idaea L.,Vaccinium vitis-idaea Linnaeus,NA0811,Northern Tallgrass Prairie,NA0811. Northern Tallgrass Prairie,Manitoba,Manitoba,c(-98.05, 50.8)
3428,Raspberry,Rubus odoratus,Rubus odoratus L.,Rubus odoratus Linnaeus,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Ontario,Ontario,c(-75.491667, 45.483333)
3429,Blueberry,Vaccinium uliginosum,Vaccinium uliginosum L.,Vaccinium uliginosum Linnaeus,NA0606,Hudson Plains,NA0606. Hudson Plains,Nunavut,Nunavut,c(-80.903611, 52.857778)
3430,Lingonberry,Vaccinium vitis-idaea,Vaccinium vitis-idaea subsp. minus (Lodd.  G.Lodd. & W.Lodd.) Hultén,"Vaccinium vitis-idaea subsp. minus (Loddiges, G. Loddiges & W. Loddiges) Hultén",NA0606,Hudson Plains,NA0606. Hudson Plains,Nunavut,Nunavut,c(-80.903611, 52.857778)
3431,Raspberry,Rubus chamaemorus,Rubus chamaemorus L.,Rubus chamaemorus Linnaeus,NA0606,Hudson Plains,NA0606. Hudson Plains,Nunavut,Nunavut,c(-80.903611, 52.857778)
3432,Raspberry,Rubus pedatus,Rubus pedatus Sm.,Rubus pedatus Sm.,NA0603,Boreal Plains,NA0603. Boreal Plains,Alberta,Alberta,c(-115.71116, 54.02119)
3433,Bilberry,Vaccinium cespitosum,Vaccinium caespitosum Michx.,Vaccinium caespitosum Michx.,NA0504,Canadian Rocky Mountains,NA0504. Canadian Rocky Mountains,Alberta,Alberta,c(-118.166667, 52.675)
3434,Raspberry,Rubus idaeus,Rubus idaeus L.,Rubus idaeus L.,NA0417,St. Lawrence - Champlain Valley,NA0417. St. Lawrence - Champlain Valley,Quebec,Quebec,c(-72.5814, 46.3362)
3435,Vetch,Vicia americana,Vicia americana Muhl. ex Willd.,Vicia americana Muhl. ex Willd.,NA0801,Aspen Parkland,NA0801. Aspen Parkland,Alberta,Alberta,c(-113.48532, 53.33117)
3436,Highbush cranberry,Viburnum edule,Viburnum edule (Michx.) Raf.,Viburnum edule,NA1109,Taiga Cordillera,NA1109. Taiga Cordillera,Northwest Territories,Territoires du Nord-Ouest,c(-127.58, 62.08)
3437,Highbush cranberry,Viburnum edule,Viburnum edule (Michx.) Raf.,Viburnum edule,NA0603,Boreal Plains,NA0603. Boreal Plains,Northwest Territories,Territoires du Nord-Ouest,c(-112.33, 60.07)
3438,Highbush cranberry,Viburnum lentago,Viburnum lentago L.,Viburnum lentago,NA0604,Boreal Shield,NA0604. Boreal Shield,Quebec,Quebec,c(-77.03, 47.43)
3439,Highbush cranberry,Viburnum edule,Viburnum edule (Michx.) Raf.,Viburnum edule,NA0609,Western Taiga Shield,NA0609. Western Taiga Shield,Northwest Territories,Territoires du Nord-Ouest,c(-114.37, 62.45)
3440,Elm,Ulmus thomasii,Ulmus thomasii Sarg.,Ulmus thomasii,NA0604,Boreal Shield,NA0604. Boreal Shield,Quebec,Quebec,c(-76.300278, 45.520242)
3441,Maple,Acer rubrum,Acer rubrum L.,Acer rubrum Linnaeus,NA0411,Northern Appalachian / Acadian,NA0411. Northern Appalachian / Acadian,Nova Scotia,Nouvelle-icosse,c(-60.15, 45.983333)
3442,Maple,Acer spicatum,Acer spicatum Lam.,Acer spicatum Lamarck,NA0411,Northern Appalachian / Acadian,NA0411. Northern Appalachian / Acadian,Nova Scotia,Nouvelle-icosse,c(-61.23659, 45.89665)
3443,Elderberry,Sambucus racemosa,Sambucus racemosa L.,Sambucus racemosa Linnaeus,NA0411,Northern Appalachian / Acadian,NA0411. Northern Appalachian / Acadian,Nova Scotia,Nouvelle-icosse,c(-61.25, 45.916667)
3444,Maple,Acer pensylvanicum,Acer pensylvanicum L.,Acer pensylvanicum Linnaeus,NA0411,Northern Appalachian / Acadian,NA0411. Northern Appalachian / Acadian,Nova Scotia,Nouvelle-icosse,c(-61.25, 45.916667)
3445,Hemlock,Tsuga canadensis,Tsuga canadensis Carrière,Tsuga canadensis (Linnaeus) Carrière,NA0411,Northern Appalachian / Acadian,NA0411. Northern Appalachian / Acadian,Nova Scotia,Nouvelle-icosse,c(-60.666667, 45.816667)
3446,Blueberry,Vaccinium angustifolium,Vaccinium angustifolium Ait.,Vaccinium angustifolium Aiton,NA0411,Northern Appalachian / Acadian,NA0411. Northern Appalachian / Acadian,Nova Scotia,Nouvelle-icosse,c(-59.899167, 46.083333)
3447,Raspberry,Rubus pubescens,Rubus pubescens Raf.,Rubus pubescens Rafinesque,NA0411,Northern Appalachian / Acadian,NA0411. Northern Appalachian / Acadian,Nova Scotia,Nouvelle-icosse,c(-60.666667, 45.983333)
3448,Raspberry,Rubus idaeus,Rubus idaeus subsp. strigosus (Michx.) Focke,Rubus idaeus subsp. strigosus (Michaux) Focke,NA0411,Northern Appalachian / Acadian,NA0411. Northern Appalachian / Acadian,Nova Scotia,Nouvelle-icosse,c(-60.15, 45.983333)
