CROP,CROP WILD RELATIVE,GENEPOOL,GRAFTSTOCK,TRAIT,ONTOLOGY,BREEDING TYPE
"Grape, Wine",Vitis rotundifolia Michx.,Tertiary,,Biotic,,Disease Resistance (B)
"Grape, Wine",Vitis rotundifolia Michx.,Tertiary,,Biotic,,Pest Resistance (B)
"Grape, Wine",Vitis rupestris Scheele,,Graftstock,Agronomic,,High Yield (AG)
"Grape, Wine",Vitis rupestris Scheele,Tertiary,,Biotic,,Disease Resistance (B)
"Grape, Wine",Vitis rupestris Scheele,Tertiary,,Biotic,,Pest Resistance (B)
"Grape, Wine",Vitis tiliifolia Humb. & Bonpl. ex Willd.,Progenitor,Graftstock,,,
"Grape, Wine",Vitis tiliifolia Humb. & Bonpl. ex Willd.,Tertiary,,Agronomic,,Crop Quality (AG)
"Grape, Wine",Vitis tiliifolia Humb. & Bonpl. ex Willd.,Tertiary,,Biotic,,Disease Resistance (B)
"Grape, Wine",Vitis vulpina L.,Progenitor,Graftstock,Biotic,,Disease Resistance (B)
"Grape, Wine",Vitis vulpina L.,Tertiary,,,,
"Grape, Wine",Vitis acerifolia Raf.,,Graftstock,Abiotic,,Drought Resistance (AB)
"Grape, Wine",Vitis acerifolia Raf.,,Graftstock,Abiotic,,Edaphic (AB)
"Grape, Wine",Vitis acerifolia Raf.,,Graftstock,Biotic,,Pest Resistance (B)
"Grape, Wine",Vitis acerifolia Raf.,Tertiary,,,,
"Grape, Wine",Vitis monticola Buckley,Progenitor,Graftstock,,,
"Grape, Wine",Vitis monticola Buckley,Tertiary,,Abiotic,,Drought Resistance (AB)
"Grape, Wine",Vitis monticola Buckley,Tertiary,,Biotic,,Pest Resistance (B)
"Grape, Wine",Vitis treleasei Munson ex L. H. Bailey,Tertiary,,,,
"Grape, Wine",Vitis girdiana Munson,Tertiary,,,,
"Grape, Wine",Vitis ×slavinii Rehder,,Graftstock,Biotic,,Pest Resistance (B)
"Grape, Wine",Vitis aestivalis Michx.,,Graftstock,Biotic,,Disease Resistance (B)
"Grape, Wine",Vitis aestivalis Michx.,Progenitor,Graftstock,,,
"Grape, Wine",Vitis aestivalis Michx.,Tertiary,,Biotic,,Disease Resistance (B)
"Grape, Wine",Vitis aestivalis Michx.,Tertiary,,Biotic,,Pest Resistance (B)
"Grape, Wine",Vitis shuttleworthii House,Tertiary,,Agronomic,,Crop Quality (AG)
"Grape, Wine",Vitis shuttleworthii House,Tertiary,,Biotic,,Disease Resistance (B)
"Grape, Wine",Vitis ×novae-angliae Fernald,,Graftstock,Biotic,,Disease Resistance (B)
"Grape, Wine",Vitis aestivalis Michx. var. linsecomii (Buckley) L. H. Bailey,Tertiary,,Biotic,,Disease Resistance (B)
"Grape, Wine",Vitis cinerea (Engelm.) Millardet var. floridana Munson,Tertiary,,Biotic,,Disease Resistance (B)
"Grape, Wine",Vitis cinerea (Engelm.) Millardet var. cinerea,Tertiary,,,,
"Grape, Wine",Vitis mustangensis Buckley,Progenitor,Graftstock,Biotic,,Pest Resistance (B)
"Grape, Wine",Vitis mustangensis Buckley,Tertiary,,,,
"Grape, Wine",Vitis rotundifolia Michx. var. rotundifolia,Tertiary,,,,
"Grape, Wine",Vitis rotundifolia Michx. var. munsoniana (J. H. Simpson ex Planch.) M. O. Moore,Tertiary,,,,
"Grape, Wine",Vitis aestivalis Michx. var. bicolor Deam,Tertiary,,,,
"Grape, Wine",Vitis cinerea (Engelm.) Millardet var. baileyana (Munson) Comeaux,Tertiary,,,,
"Grape, Wine",Vitis cinerea (Engelm.) Millardet var. helleri (L. H. Bailey) M. O. Moore,Progenitor,Graftstock,,,
"Grape, Wine",Vitis cinerea (Engelm.) Millardet var. helleri (L. H. Bailey) M. O. Moore,Tertiary,,Abiotic,,Salt Tolerance (AB)
"Grape, Wine",Vitis cinerea (Engelm.) Millardet var. helleri (L. H. Bailey) M. O. Moore,Tertiary,,Biotic,,Disease Resistance (B)
"Grape, Wine",Vitis cinerea (Engelm.) Millardet var. helleri (L. H. Bailey) M. O. Moore,Tertiary,,Biotic,,Pest Resistance (B)
"Grape, Wine",Vitis palmata Vahl,,Graftstock,,,
"Grape, Wine",Vitis palmata Vahl,Tertiary,,,,
"Grape, Wine",Vitis cinerea (Engelm.) Millardet var. tomentosa (Planch.) Comeaux,Tertiary,,,,
"Grass, Switch",Panicum virgatum L.,,,,,
"Grass, Switch",Panicum amarum Elliott,Secondary,,,,
"Grass, Switch",Panicum amarum Elliott var. amarulum (Hitchc. & Chase) P. G. Palmer,Secondary,,,,
"Grass, Switch",Panicum amarum Elliott var. amarum,Secondary,,,,
"Ground-Cherry, Low",Physalis angulata L.,Tertiary,,,,
"Ground-Cherry, Low",Physalis pubescens L.,,,,,
"Ground-Cherry, Low",Physalis pubescens L.,Primary,,,,
Guava,Psidium guajava L.,,,,,
Guava,Psidium guajava L.,,Graftstock,,,
Guava,Psidium guajava L.,Primary,,,,
Guayule,Parthenium argentatum A. Gray,,,,,
"Hackberry, Ornamental",Celtis occidentalis L.,,Graftstock,,,
Heal-All,Prunella vulgaris L.,,,,,
Heliconia,Heliconia caribaea Lam.,Progenitor,,,,
"Hickory, Chinese",Carya illinoinensis (Wangenh.) K. Koch,,Graftstock,Biotic,,Disease Resistance (B)
Holly,Ilex opaca Aiton,Progenitor,,Agronomic,,Ornamental Features (AG)
Hop,Humulus lupulus L.,,,,,
Hop,Humulus lupulus L. var. neomexicanus A. Nelson & Cockerell,Primary,,,,
Hop,Humulus lupulus L. var. pubescens E. Small,Secondary,,,,
Hop,Humulus lupulus L. var. lupuloides E. Small,Primary,,Agronomic,,Crop Quality (AG)
Hop,Humulus lupulus L. var. lupuloides E. Small,Primary,,Biotic,,Disease Resistance (B)
Inca-Wheat,Amaranthus hybridus L.,Progenitor,,,,
Inca-Wheat,Amaranthus hybridus L.,Secondary,,,,
Inca-Wheat,Amaranthus retroflexus L.,Tertiary,,,,
Inca-Wheat,Amaranthus palmeri S. Watson,Tertiary,,,,
Inca-Wheat,Amaranthus powellii S. Watson,Tertiary,,,,
Inca-Wheat,Amaranthus wrightii S. Watson,Tertiary,,,,
Jerusalem-Artichoke,Helianthus grosseserratus M. Martens,Progenitor,,,,
Jerusalem-Artichoke,Helianthus grosseserratus M. Martens,Tertiary,,,,
Jerusalem-Artichoke,Helianthus hirsutus Raf.,Progenitor,,,,
Jerusalem-Artichoke,Helianthus hirsutus Raf.,Tertiary,,,,
Jerusalem-Artichoke,Helianthus strumosus L.,Tertiary,,,,
Jerusalem-Artichoke,Helianthus tuberosus L.,,,,,
Jerusalem-Artichoke,Helianthus divaricatus L.,Tertiary,,,,
Jerusalem-Artichoke,Helianthus resinosus Small,Secondary,,,,
Jojoba,Simmondsia chinensis (Link) C. K. Schneid.,,,,,
Jojoba,Simmondsia chinensis (Link) C. K. Schneid.,Primary,,,,
Leek,Allium schoenoprasum L.,Tertiary,,,,
Lettuce,Lactuca tatarica (L.) C. A. Mey.,Tertiary,,,,
Lettuce,Lactuca tatarica (L.) C. A. Mey. subsp. pulchella (Pursh) Stebbins,Tertiary,,,,
"Lily, Water-",Nymphaea mexicana Zucc.,Progenitor,,Agronomic,,Ornamental Features (AG)
"Lily, Water-",Nymphaea tetragona Georgi,Progenitor,,Agronomic,,Ornamental Features (AG)
Lingonberry,Vaccinium myrtillus L.,Secondary,,,,
Lingonberry,Vaccinium reticulatum Sm.,Tertiary,,,,
Lingonberry,Vaccinium uliginosum L.,Secondary,,,,
Lingonberry,Vaccinium vitis-idaea L.,,,,,
Lingonberry,Vaccinium vitis-idaea L.,Primary,,,,
Lupin,Lupinus polyphyllus Lindl.,Progenitor,,Agronomic,,Ornamental Features (AG)
"Lupine, Andean",Lupinus nanus Douglas ex Benth.,Tertiary,,Fertility,,Gene Transfer (F)
"Lupine, Andean",Lupinus polyphyllus Lindl.,Tertiary,,Abiotic,,Cold Tolerance (AB)
"Lupine, Andean",Lupinus polyphyllus Lindl.,Tertiary,,Agronomic,,Crop Quality (AG)
"Lupine, Andean",Lupinus polyphyllus Lindl.,Tertiary,,Agronomic,,High Yield (AG)
"Lupine, Andean",Lupinus polyphyllus Lindl.,Tertiary,,Fertility,,Gene Transfer (F)
"Lupine, Andean",Lupinus arizonicus (S. Watson) S. Watson,Tertiary,,Fertility,,Gene Transfer (F)
Magnolia,Magnolia acuminata (L.) L.,Progenitor,,Agronomic,,Ornamental Features (AG)
Magnolia,Magnolia acuminata (L.) L.,Progenitor,Graftstock,,,
Magnolia,Magnolia ashei Weath.,Progenitor,,Agronomic,,Ornamental Features (AG)
Maize,Tripsacum dactyloides (L.) L.,Tertiary,,Biotic,,Disease Resistance (B)
Maize,Tripsacum lanceolatum Rupr. ex E. Fourn.,Tertiary,,,,
Maize,Tripsacum floridanum Porter ex Vasey,Tertiary,,Agronomic,,High Yield (AG)
Maize,Tripsacum floridanum Porter ex Vasey,Tertiary,,Biotic,,Disease Resistance (B)
Maize,Tripsacum dactyloides (L.) L. var. dactyloides,Tertiary,,Biotic,,Pest Resistance (B)
Meadowfoam,Limnanthes alba Hartw. ex Benth.,,,,,
Melon,Cucumis melo L. subsp. agrestis (Naudin) Pangalo var. agrestis Naudin,Primary,,,,
Melon,Cucumis melo L.,,,,,
"Millet, Proso",Panicum capillare L.,ProbProg,,,,
"Millet, Proso",Panicum capillare L.,Tertiary,,,,
"Millet, Proso",Panicum hallii Vasey,Tertiary,,,,
"Millet, Proso",Panicum hirticaule J. Presl,Tertiary,,,,
"Millet, Proso",Panicum stramineum Hitchc. & Chase,Tertiary,,,,
"Millet, Proso",Panicum nephelophilum Gaudich.,Tertiary,,,,
"Millet, Proso",Panicum fauriei Hitchc.,Tertiary,,,,
"Mint, Corn",Mentha canadensis L.,Secondary,,,,
"Mint, Japanese Corn",Mentha canadensis L.,,,,,
"Mint, Japanese Corn",Mentha canadensis L.,Primary,,,,
"Mint, Mountain-",Pycnanthemum virginianum (L.) T. Durand & B. D. Jacks. ex B. L. Rob. & Fernald,,,,,
"Mint, Spear-",Mentha canadensis L.,Secondary,,,,
Naranjilla,Solanum torvum Sw.,,Graftstock,,,
Ohelo,Vaccinium macrocarpon Aiton,Tertiary,,,,
Ohelo,Vaccinium reticulatum Sm.,,,,,
Ohelo,Vaccinium reticulatum Sm.,Primary,,,,
Ohelo,Vaccinium vitis-idaea L.,Tertiary,,,,
Ohelo,Vaccinium calycinum Sm.,Secondary,,,,
Ohelo,Vaccinium dentatum Sm.,Secondary,,,,
"Onion, Japanese Bunching/Welsh",Allium schoenoprasum L.,Tertiary,,,,
"Passionflower, Ornamental",Passiflora foetida L.,Progenitor,,Agronomic,,Ornamental Features (AG)
"Passionflower, Ornamental",Passiflora incarnata L.,Progenitor,,,,
Peach,Prunus americana Marshall,,Graftstock,Agronomic,,Dwarfing (AG)
Peach,Prunus americana Marshall,Tertiary,,,,
Peach,Prunus hortulana L. H. Bailey,,Graftstock,,,
Peach,Prunus hortulana L. H. Bailey,Tertiary,,,,
Peach,Prunus maritima Marshall,,Graftstock,Abiotic,,Salt Tolerance (AB)
Peach,Prunus maritima Marshall,Tertiary,,,,
Peach,Prunus mexicana S. Watson,,Graftstock,,,
Peach,Prunus nigra Aiton,Tertiary,,,,
Peach,Prunus pumila L.,,Graftstock,Agronomic,,Dwarfing (AG)
Peach,Prunus pumila L.,Secondary,,,,
Peach,Prunus havardii (W. Wight) S. C. Mason,Tertiary,,,,
Peach,Prunus pumila L. var. besseyi (L. H. Bailey) Waugh,Secondary,,,,
Pecan,Carya glabra (Mill.) Sweet,Secondary,,,,
Pecan,Carya illinoinensis (Wangenh.) K. Koch,,,Agronomic,,Crop Quality (AG)
Pecan,Carya illinoinensis (Wangenh.) K. Koch,Primary,,,,
Pecan,Carya illinoinensis (Wangenh.) K. Koch,Progenitor,Graftstock,Agronomic,,High Yield (AG)
Pecan,Carya laciniosa (F. Michx.) W. P. C. Barton,Primary,,,,
Pecan,Carya ovata (Mill.) K. Koch,Primary,,,,
Pecan,Carya tomentosa (Lam.) Nutt.,Secondary,,,,
Pecan,Carya texana Buckley,Secondary,,,,
Pecan,Carya aquatica (F. Michx.) Elliott,Primary,,,,
Pecan,Carya aquatica (F. Michx.) Elliott,Progenitor,Graftstock,,,
Pecan,Carya cordiformis (Wangenh.) K. Koch,Primary,,,,
Pecan,Carya myristiciformis (F. Michx.) Elliott,Primary,,,,
Pecan,Carya carolinae-septentrionalis (Ashe) Engl. & Graebn.,Primary,,,,
Pecan,Carya floridana Sarg.,Secondary,,,,
Pecan,Carya ovalis (Wangenh.) Sarg.,Secondary,,,,
Pecan,Carya pallida (Ashe) Engl. & Graebn.,Secondary,,,,
Pecan,Carya ×ludoviciana (Ashe) Little,,Graftstock,,,
Pecan,Carya ×lecontei Little,,Graftstock,Abiotic,,Waterlogging Tolerance (AB)
"Pepper, Capsicum",Capsicum annuum L.,,,,,
"Pepper, Capsicum",Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill,Primary,,Agronomic,,High Yield (AG)
"Pepper, Capsicum",Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill,Progenitor,,,,
"Pepper, Habanero",Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill,Primary,,,,
"Pepper, Tabasco",Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill,Primary,,,,
"Persimmon, Kaki",Diospyros virginiana L.,,Graftstock,,,
Pistachio,Pistacia texana Swingle,Secondary,,,,
"Plum, European",Prunus americana Marshall,,Graftstock,,,
"Plum, European",Prunus americana Marshall,Tertiary,,,,
"Plum, European",Prunus andersonii A. Gray,Tertiary,,,,
"Plum, European",Prunus angustifolia Marshall,,Graftstock,,,
"Plum, European",Prunus angustifolia Marshall,Tertiary,,,,
"Plum, European",Prunus fremontii S. Watson,Tertiary,,,,
"Plum, European",Prunus hortulana L. H. Bailey,Tertiary,,,,
"Plum, European",Prunus maritima Marshall,Tertiary,,,,
"Plum, European",Prunus mexicana S. Watson,Tertiary,,,,
"Plum, European",Prunus nigra Aiton,Tertiary,,,,
"Plum, European",Prunus pumila L.,Progenitor,Graftstock,,,
"Plum, European",Prunus pumila L.,Tertiary,,,,
"Plum, European",Prunus subcordata Benth.,Tertiary,,,,
"Plum, European",Prunus umbellata Elliott,Tertiary,,,,
"Plum, European",Prunus rivularis Scheele,Progenitor,Graftstock,,,
"Plum, European",Prunus rivularis Scheele,Tertiary,,,,
"Plum, European",Prunus geniculata R. M. Harper,Tertiary,,,,
"Plum, European",Prunus gracilis Engelm. & A. Gray,Tertiary,,,,
"Plum, European",Prunus murrayana E. J. Palmer,Tertiary,,,,
"Plum, European",Prunus pumila L. var. besseyi (L. H. Bailey) Waugh,Progenitor,Graftstock,Abiotic,,Cold Tolerance (AB)
"Plum, European",Prunus pumila L. var. besseyi (L. H. Bailey) Waugh,Tertiary,,,,
"Plum, Japanese",Prunus americana Marshall,Secondary,,Agronomic,,Crop Quality (AG)
"Plum, Japanese",Prunus andersonii A. Gray,Tertiary,,,,
"Plum, Japanese",Prunus angustifolia Marshall,Secondary,,,,
"Plum, Japanese",Prunus fremontii S. Watson,Tertiary,,,,
"Plum, Japanese",Prunus hortulana L. H. Bailey,,Graftstock,,,
